,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
715,715,,"офис с видом на невскую губу, финский залив и город; ламповая команда дружелюбных троллей; корпоративные самокаты; мозгодробительные задачи и гора работы. вам понравится.","у вас есть понимание, как общаться с бизнесом, умеете тормозить желание реализовать новые идеи вопреки здравому смыслу и долгосрочным планам; вы четко умеете обозначать рамки комфортного взаимодействия, чтобы быстро и эффективно реагировать и поддерживать конкурентоспособность продукта на рынке; у вас есть желание и навык постоянного погружения в продукт с фильтрацией предлагаемых бизнесом идей; у вас есть опыт понимание, что такое риск и ограничения проекта, вы смело смотрите рискам и ограничениям в глаза, вы знаете как управлять рисками и ограничениям, вы - восхитительны (а риски и ограничения - не очень); у вас есть опыт управления it проектами, который позволяет вам понимать как делать хорошо и не делать плохо (здесь будет к месту ваш технический background, опыт в it-аналитике и десятки релизов в срок). вы умеете бороться за сроки и добиваться результата; вы умеете находить общий язык как с заказчиками и бизнесом, так и с командой разработки; если у вас еще и черный пояс по kanban и вы знаете когда лучше предложить команде “побегать” спринтами - welcome.","devim - финтех it компания, мы делаем крутой продукт и качественные проекты благодаря сильной команде разработчиков, желанию делать эффективно и удобно как для бизнеса, так для клиентов. если вы умеете говорить на языке разработки, вас не пугают такие слова как ci/cd, kibana, микросервисная архитектура, рлбд, deploy, restapi, oauth token и вы сейчас не начали гуглить - мы бы очень хотели познакомиться с вами. у вас есть понимание, как общаться с бизнесом, умеете тормозить желание реализовать новые идеи вопреки здравому смыслу и долгосрочным планам; вы четко умеете обозначать рамки комфортного взаимодействия, чтобы быстро и эффективно реагировать и поддерживать конкурентоспособность продукта на рынке; у вас есть желание и навык постоянного погружения в продукт с фильтрацией предлагаемых бизнесом идей; у вас есть опыт понимание, что такое риск и ограничения проекта, вы смело смотрите рискам и ограничениям в глаза, вы знаете как управлять рисками и ограничениям, вы - восхитительны (а риски и ограничения - не очень); у вас есть опыт управления it проектами, который позволяет вам понимать как делать хорошо и не делать плохо (здесь будет к месту ваш технический background, опыт в it-аналитике и десятки релизов в срок). вы умеете бороться за сроки и добиваться результата; вы умеете находить общий язык как с заказчиками и бизнесом, так и с командой разработки; если у вас еще и черный пояс по kanban и вы знаете когда лучше предложить команде “побегать” спринтами - welcome. задачи держать руку на пульсе проекта и управлять им с этапа инициализации до этапа завершения и внедрения; декомпозировать до молекулярного уровня поступающие задачи, виртуозно ставить задачи в таск-трекере (jira); контролировать и держать в узде трех слонов проекта: бюджет, скоуп и сроки реализации; каждый день выявлять, оценивать и постоянно держать в уме возможные риски проекта, осуществлять управление этими рисками; работать вместе с командой (разработчики, дизайнеры, тестеры - никакого аутсорса(!)); общаться с внешними организациями на уровне топ менеджмента, когда требуется максимально быстро и эффективно договориться и починить процессы (если вы еще не знакомы с топами банков - мы с радостью вас друг другу представим). офис с видом на невскую губу, финский залив и город; ламповая команда дружелюбных троллей; корпоративные самокаты; мозгодробительные задачи и гора работы. вам понравится.",senioritprojectmanager,Санкт-Петербург,130000.0,,Devim,2019-10-03T12:08:35+0300,between3And6,full,fullDay,Kanban|Agile Project Management|Управление проектами|Project management|Scrum|Atlassian Jira|Управление командой
