,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
315,315,"​​​​​​заниматься разработкой бекенда (никакой верстки) в существующих или новых проектах; заниматься созданием restful api для spa (single page application); заниматься подключением api сторонних сервисов (пр. facebook, twitter).","белая заработная плата; точный размер заработной платы будет определяться индивидуально для каждого кандидата по результатам собеседования в зависимости от уровня компетенций и объективного опыта; комфортные условия труда; работа в офисе. график, обсуждаемый.","опыт работы с php 5/7 (ооп) более 2-ух лет; практическое использование yii2 фреймворка более 1-го года; знание и понимание принципов работы restful api (создание/подключение); комментировать код и придерживаться одного стиля его написания (на ваш выбор); базовые знания html5/css3, javascript (jquery, ajax), mysql; опыт с git (push/pull). белая заработная плата; точный размер заработной платы будет определяться индивидуально для каждого кандидата по результатам собеседования в зависимости от уровня компетенций и объективного опыта; комфортные условия труда; работа в офисе. график, обсуждаемый.","​​​​​​заниматься разработкой бекенда (никакой верстки) в существующих или новых проектах; заниматься созданием restful api для spa (single page application); заниматься подключением api сторонних сервисов (пр. facebook, twitter). опыт работы с php 5/7 (ооп) более 2-ух лет; практическое использование yii2 фреймворка более 1-го года; знание и понимание принципов работы restful api (создание/подключение); комментировать код и придерживаться одного стиля его написания (на ваш выбор); базовые знания html5/css3, javascript (jquery, ajax), mysql; опыт с git (push/pull). белая заработная плата; точный размер заработной платы будет определяться индивидуально для каждого кандидата по результатам собеседования в зависимости от уровня компетенций и объективного опыта; комфортные условия труда; работа в офисе. график, обсуждаемый. возможно удаленно работать ; карьерный рост; своевременная выплата заработной платы, 2 раза в месяц. обязательно оставлять сопроводительное письмо, отклики без сопроводительного письма не будут рассматриваться.",web-разработчикback-end(phpyii2),Санкт-Петербург,80000.0,150000.0,ВанТу,2019-10-07T17:22:50+0300,between1And3,full,fullDay,JavaScript|Git|jQuery|MySQL|ООП|PHP|Yii|Yii2|REST|HTML5|CSS3|Ajax
