,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
210,210,,,,"на сегодняшний момент semrush можно назвать одним из лучших в мире инструментов для интернет-маркетологов. это признали премии за лучший seo продукт в великобритании, германии, америке и других странах и 4 миллиона счастливых пользователей. теперь мы хотим сделать счастливыми сотрудников нашей компании и создать инструмент для них. чего мы хотим: найти коллегу, который поможет автоматизировать и улучшить рабочие процессы в компании. задачи: компания растет, рабочие процессы усложняются, обрастают большим количеством бюрократии. мы хотим снять бюрократическую нагрузку на сотрудников компании, чтобы им было легче и приятнее работать. в компании есть большое количество разного софта для работы, например, jira, 1c, navision, alfresco, confluence. но они никак не структурированы и не приведены в систему. мы готовы это менять. что нужно будет делать: автоматизировать внутренние административные бизнес-процессы, такие как документооборот, процесс бюджетирования и складского учета, система обработки заявок и поддержки сотрудников и другие. составлять, защищать и контролировать соблюдение бюджета. проводить регулярный анализ и улучшение инфраструктуры организовать бесперебойную работу офисной it инфраструктуры компании руководить командой проекта формировать стратегию развития всего it департамента у тебя есть подобный опыт работы? мы будем рады с тобой познакомиться! мы предлагаем: бесконечное профессиональное развитие, работу в полностью &quot;белой&quot; компании с отличными социальными гарантиями хорошую заработную плату (обсуждается на собеседовании), работу в классном коллективе и демократичное руководство официальное оформление с первого рабочего дня с выплатой заработной платы по тк рф корпоративное обучение (тренинги, семинары, участие в конференциях); компенсация занятий английским языком компенсация занятий спортом (до 50%) дмс со стоматологией комфортабельный офис в пешей доступности от метро (7 минут от ст.м. московские ворота) с кабинетной рассадкой плавающее начало рабочего дня (с 9.00 до 12.00).",директорпоавтоматизациивнутреннихпроцессов,Санкт-Петербург,,,SEMrush,2019-09-28T16:27:49+0300,between3And6,full,fullDay,
