,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1275,1275,разрабатывать мобильное приложение на flutter. обеспечивать качество путем участия в code review и написания автоматизированных тестов.,"опытная команда неравнодушных людей (в офисе сейчас более 50 человек); полностью оборудованное рабочее место; комфортный офис, такого ты еще не видел; демократичный стиль управления в компании (всегда можно обсудить и внедрить идеи, оптимизацию); оплата всегда стабильно и вовремя.","желание освоить программирование на flutter/dart; минимальный опыт разработки на flutter или dart, это может быть хобби-проект; опыт разработки на других языках программирования; опыт нативной разработки для android или ios, либо кросс-платформенной разработки на reactnative будет плюсом. опытная команда неравнодушных людей (в офисе сейчас более 50 человек); полностью оборудованное рабочее место; комфортный офис, такого ты еще не видел; демократичный стиль управления в компании (всегда можно обсудить и внедрить идеи, оптимизацию); оплата всегда стабильно и вовремя.","уникальный совместный проект creative и рбк (росбизнесконсалтинг) - офис разработки продуктов для ведущего мультимедийного холдинга россии в тюмени. создавать классные продукты федерального масштаба находясь в любимом городе стало реальностью. среди проектов: удобные инструменты для чтения прессы, поиска и совместной работы с информацией; системы для создания и управления дайджестами, продукты для автоматизации и ускорения оцифровки старых изданий и добавления их на медиа-ресурсы. в связи с расширением команды разработки мобильных приложений нам нужны разработчики на flutter. новая популярная технология уверенными шагами захватывает рынок и сердца программистов. мы готовы помочь в обучении. необходим только смежный опыт разработки. разрабатывать мобильное приложение на flutter. обеспечивать качество путем участия в code review и написания автоматизированных тестов. желание освоить программирование на flutter/dart; минимальный опыт разработки на flutter или dart, это может быть хобби-проект; опыт разработки на других языках программирования; опыт нативной разработки для android или ios, либо кросс-платформенной разработки на reactnative будет плюсом. опытная команда неравнодушных людей (в офисе сейчас более 50 человек); полностью оборудованное рабочее место; комфортный офис, такого ты еще не видел; демократичный стиль управления в компании (всегда можно обсудить и внедрить идеи, оптимизацию); оплата всегда стабильно и вовремя.",flutter разработчик,Тюмень,50000.0,120000.0,Креатив,2019-10-01T15:13:06+0300,between1And3,full,fullDay,Flutter|Dart|Android|iOS
