,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
90,90,"сопровождение продаж новых услуг корпоративным клиентам и государственным заказчикам; увеличение выручки и прирост количества клиентов, использующих дополнительные услуги корпоративного бизнеса; обучение новым услугам сотрудников продаж и развития в филиале; участие в проведении встреч и презентаций для крупных клиентов. преимущество имеют кандидаты с опытом продаж в телекоммуникациях.",,"высшее экономическое и/или техническое образование; опыт работы в технической сфере, сфере маркетинга или продаж от 2-х лет; опыт проведения успешных переговоров с корпоративными клиентами; умение работать с возражениями; навыки деловой переписки, грамотная устная и письменная речь; опыт публичных выступлений;","сопровождение продаж новых услуг корпоративным клиентам и государственным заказчикам; увеличение выручки и прирост количества клиентов, использующих дополнительные услуги корпоративного бизнеса; обучение новым услугам сотрудников продаж и развития в филиале; участие в проведении встреч и презентаций для крупных клиентов. преимущество имеют кандидаты с опытом продаж в телекоммуникациях. высшее экономическое и/или техническое образование; опыт работы в технической сфере, сфере маркетинга или продаж от 2-х лет; опыт проведения успешных переговоров с корпоративными клиентами; умение работать с возражениями; навыки деловой переписки, грамотная устная и письменная речь; опыт публичных выступлений;",менеджерпосопровождениюпродажновыхуслугкорпоративногобизнеса,Санкт-Петербург,,,МегаФон,2019-10-02T09:18:13+0300,between3And6,full,fullDay,
