,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
346,346,,,,"привет, мы amazingcat — компания занимающаяся разработкой сайтов и приложений. в связи с тем, что несколько наших собственных проектов близки к завершению, мы ищем человека, который поможет нам сделать эти продукты удобными для пользователей. если говорить более предметно, то нам нужно: - несколько лендинг-страниц - дизайн десктопного и нескольких веб-приложений в рамках одного продукта - несколько веб-приложений, схожих друг с другом мы будем очень рады, если у вас есть опыт иллюстрации или разработки простых логотипов. мы так же не будем против отсутствия опыта, ведь в конечном счёте нам важны именно ваши навыки, поэтому мы просим приложить к вашему резюме ссылку на портфолио. понравившимся кандидатам мы предложим выполнить небольшое оплачиваемое тестовое задание. бонусы: - уютные офисы в омске, новосибирске, или санкт петербурге, не исключающие возможность иногда работать из дома. - официальное трудоустройство - чай, кофе и печеньки",uiweb-дизайнер,Санкт-Петербург,,,amazingcat LLC,2019-09-10T12:40:36+0300,noExperience,project,flexible,Web-дизайн|Дизайн интерфейсов|Графический дизайн
