,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
459,459,"выезд к клиентам в оговоренное время для производства монтажа, ремонта и настройки оборудования; выполнение работ согласно технологической инструкции; прокладка кабельных трасс; визиты в офис для отчета по выполненным заявкам и получение необходимого для работы оборудования и материалов.","график работы 5/2 с 9 до 18 (с перерывом на обед); офис находиться близко к центру рядом с метро; своевременная оплата труда 2 раза в месяц; оплата проезда; оплата мобильной связи; предоставляем возможность постоянного обучения и повышение вашей квалификации; официальное трудоустройство; возможно трудоустройство с минимальным опытом, при условии обучения; карьерный рост. важно! мы ищем людей на долгосрочное сотрудничество! если вы доводите свои дела до конца, уделяете внимание мелочам, готовы переделать работу, когда понимаете, что сделали что-то не так. тогда мы вас ждем.","опыт работы со слаботочными системами не менее 1 года (скуд, видеонаблюдение, домофоны); технические навыки в данной сфере электроники; наличие навыков работы с электроинструментами; ответственность; пунктуальность; обучаемость; активная жизненная позиция; трудолюбие! график работы 5/2 с 9 до 18 (с перерывом на обед); офис находиться близко к центру рядом с метро; своевременная оплата труда 2 раза в месяц; оплата проезда; оплата мобильной связи; предоставляем возможность постоянного обучения и повышение вашей квалификации; официальное трудоустройство; возможно трудоустройство с минимальным опытом, при условии обучения; карьерный рост. важно! мы ищем людей на долгосрочное сотрудничество! если вы доводите свои дела до конца, уделяете внимание мелочам, готовы переделать работу, когда понимаете, что сделали что-то не так. тогда мы вас ждем.","в следствии увеличения объемов работ и расширения компании требуется мастер-монтажник систем безопасности. выезд к клиентам в оговоренное время для производства монтажа, ремонта и настройки оборудования; выполнение работ согласно технологической инструкции; прокладка кабельных трасс; визиты в офис для отчета по выполненным заявкам и получение необходимого для работы оборудования и материалов. опыт работы со слаботочными системами не менее 1 года (скуд, видеонаблюдение, домофоны); технические навыки в данной сфере электроники; наличие навыков работы с электроинструментами; ответственность; пунктуальность; обучаемость; активная жизненная позиция; трудолюбие! график работы 5/2 с 9 до 18 (с перерывом на обед); офис находиться близко к центру рядом с метро; своевременная оплата труда 2 раза в месяц; оплата проезда; оплата мобильной связи; предоставляем возможность постоянного обучения и повышение вашей квалификации; официальное трудоустройство; возможно трудоустройство с минимальным опытом, при условии обучения; карьерный рост. важно! мы ищем людей на долгосрочное сотрудничество! если вы доводите свои дела до конца, уделяете внимание мелочам, готовы переделать работу, когда понимаете, что сделали что-то не так. тогда мы вас ждем.",монтажник слаботочных систем сервисный мастер,Санкт-Петербург,50000.0,,Системы Безопасности,2019-10-10T09:53:12+0300,between1And3,full,fullDay,Прокладка кабелей|Монтаж оборудования|работа с электроинструментом|работа с тестером|работа с электроникой|Системы видеонаблюдения|Монтаж инженерных систем
