,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
704,704,"верстка дизайна из figma; сборка интерфейсов индивидуальных crm, erp; командная работа.","оформление по тк рф; гибкий график, приятный коридор опозданий; современное рабочее место, 2 монитора, ос на выбор; beanbag, кофе, чай, пицца; удобный офис в бизнес центре, в центре города, в 5 минутах от метро; команда профессионалов; отпуска в удобное время, отгулы; премии при быстром выполнении задач или переработке.","знание vue/react, понимание принципов spa(single page application); знание ecmascript6 (modules/promises/classes); опыт валидной и адаптивной верстки, работы с препроцессорами css; обучаемость; умение работать в команде, следовать стандартам; умение брать ответственность, соблюдать сроки;","для вас есть много интересных задач и проектов. предусмотрены премии за переработку, оценка переработки прозрачна. предстоит собирать интерфейсы из имеющихся компонентов, создавать новые компоненты на vue. задачи по верстке и сборке сайтов spa с ssr. верстка дизайна из figma; сборка интерфейсов индивидуальных crm, erp; командная работа. знание vue/react, понимание принципов spa(single page application); знание ecmascript6 (modules/promises/classes); опыт валидной и адаптивной верстки, работы с препроцессорами css; обучаемость; умение работать в команде, следовать стандартам; умение брать ответственность, соблюдать сроки; будет плюсом: понимание принципов restfull; опыт работы с node.js, менеджерами пакетов; разработка ssr приложений; websocket (socket.io); фреймворки компонентов (vuetify/vue material); знание vuex; css flex/grid, кроссбраузерная верстка, css анимации; опыт работы с nuxt; базовые навыки ui/ux; здоровый перфекционизм; php; оформление по тк рф; гибкий график, приятный коридор опозданий; современное рабочее место, 2 монитора, ос на выбор; beanbag, кофе, чай, пицца; удобный офис в бизнес центре, в центре города, в 5 минутах от метро; команда профессионалов; отпуска в удобное время, отгулы; премии при быстром выполнении задач или переработке.",frontend разработчик (vue),Санкт-Петербург,60000.0,170000.0,ИНДИНС,2019-09-15T10:48:31+0300,between3And6,full,flexible,HTML|jQuery|Git|CSS3|VUE|Node.js|SSR|JavaScript
