,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
760,760,"анализ продаж на уровне коллекций (оборачиваемость, маржа, рентабельность, остатки) факторный анализ продаж и маржинальности на уровне бренда, каналов продаж, ассортиментных групп и т. д. (план-факт, отклонение от прошлых периодов) формирование периодических отчетов (продажи, маржинальность, запасы) анализ эффективности проводимых акций, выдача рекомендаций по результатам анализа прогнозирование продаж и маржи планируемых акционных активностей тестирование внедряемой отчетности участие в формировании текущих планов продаж в разрезе магазинов собственной сети участие в формировании годового бюджета компании выполнение разовых запросов",,опыт работы в аналогичном направлении от 1го года; продвинутый пользователь ms excel; ms office умение работать с большими массивами данных,"анализ продаж на уровне коллекций (оборачиваемость, маржа, рентабельность, остатки) факторный анализ продаж и маржинальности на уровне бренда, каналов продаж, ассортиментных групп и т. д. (план-факт, отклонение от прошлых периодов) формирование периодических отчетов (продажи, маржинальность, запасы) анализ эффективности проводимых акций, выдача рекомендаций по результатам анализа прогнозирование продаж и маржи планируемых акционных активностей тестирование внедряемой отчетности участие в формировании текущих планов продаж в разрезе магазинов собственной сети участие в формировании годового бюджета компании выполнение разовых запросов опыт работы в аналогичном направлении от 1го года; продвинутый пользователь ms excel; ms office умение работать с большими массивами данных мы предлагаем: работу в очень ярком и творческом коллективе; «белую» заработную плату (выплата 2 раза в месяц); официальное оформление по тк рф, оплачиваемый больничный лист, оплачиваемый отпуск 28 календарных дней; 50% скидку на модели компании (love republic, befree, zarina, sela); пятидневную рабочую неделю с гибким временем начала рабочего дня; рабочее пространство - очень красивый современный лофт на ст.м. балтийская; дмс после полугода работы; широкие возможности для карьерного и профессионального роста",товарный аналитик,Санкт-Петербург,,60000.0,Мэлон Фэшн Груп,2019-10-02T11:21:03+0300,between1And3,full,flexible,
