,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
662,662,,,,"about clearscale clearscale is a leading company that provides a wide range of cloud services including architecture design, development, integration, migration, automation, and managed services. we help fortune 500 enterprises, mid-sized business, and startups succeed with ambitious, challenging, and unique cloud projects. we architect, develop, and launch innovative and sophisticated solutions using the best cutting-edge cloud technologies. clearscale is growing quickly and there is high demand for the services we provide. clients come to us for our deep experience with key cloud infrastructure, automation, and management providers like aws, chef, docker, and rightscale. this is a unique opportunity to make a big impact, enjoy competitive compensation, work on a wide variety of projects for clients across multiple industries, and work alongside some of the best minds in the cloud. you’ll be joining the team at an exciting time as we work together on solving all sorts of interesting problems. we’re looking for enthusiastic people from a range of backgrounds to join our team. we value people who take pride in their work and place an emphasis on getting things done. about the role this is a dynamic role with high emphasis on being self-motivated to solve the task at hand. there is no ‘typical day’ in the systems team as new challenges are presented daily. you will ensure that good decisions are being made and procedures are being followed. where gaps are found in process or infrastructure, you will take ownership to resolve them. when services are interrupted, you will be responsive and restore functionality in a timely and efficient manner. you will work closely with coworkers in other offices and time zones on the constantly evolving mission to achieve zero downtime of services hosted by systems team. the team is constantly innovating new approaches to improve efficiency, automate repetitive work and reduce manual tasks. job responsibilities: aws infrastructure automation with cloud formation and terraform ami creation automation via packer configuration management tasks (ansible, chef) application containerization (docker, ecs, eks, kubernetes) deployment automation (aws code deploy, beanstalk, etc) ci/cd setup (jenkins, aws code build, aws code pipeline) project documentation (diagrams, architecture design, instructions, handover documents) communications with the customer in english (emails, slack chat, work sessions) required skills and experience: experience with all aspects of devops (source control, continuous integration, deployments, etc.) aws ops experience is a must. we are looking for a minimum of 1 year excellent troubleshooting skills linux server support (3-5 years) production infrastructure support (3-5 years) web technologies like apache, tomcat, nginx, haproxy, mysql and others (3-5 years) high level of expertise with key aws services must have: ec2, iam, s3, elb/alb, cloudwatch, vpc and networking, rds, cloudfront, deployment tools. good to have: ecs, emr, sqs, api gw, ssm, others scripting: bash, awk, ruby, python and/or other programming skills automation and configuration: jenkins, docker, packer, terraform, kubernetes, ansible and other automation tools optional: puppet, chef build: jenkins optional: teamcity, circleci monitoring: elk, cloudwatch databases: mysql, aws rds. optional: dynamo, postgresql, oracle, cassandra, mongodb written english (able to read and write). optional: good spoken english note: please provide your cv in english desired technical certifications (not а must): · aws certified solutions architect – (associate / professional) · aws certified devops engineer – (associate / professional) · aws certified sysops administrator – (associate) · aws certified developer – (associate) you’ll be a great fit if: you love being a part of a small, dynamic, and agile team that encourages you to learn and grow you desire to work with some of the world’s top brands you love finding solutions to interesting problems and figuring out how things work you welcome having autonomy with complex tasks you are passionate about using your experience and expertise to inspire the team",aws devops sre specialist,Санкт-Петербург,,,ClearScale,2019-09-27T18:42:08+0300,between3And6,full,remote,highload|elasticsearch|vagrant|chef|Nginx|Apache|Amazon S3|SQL|cloud|devops|packer|terraform|kubernetes|Ruby|ansible|AWS|Auto Scaling|Elastic Load Balance|Bash|Jenkins|Puppet|TeamCity|Bamboo|SRE|Devops|Grafana|ELK
