,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
26,26,,,,"мы - быстрорастущая it компания, с большим количеством клиентов и интересными интернет-проектами. офис расположен в центре спб. ищем человека, который возьмет в свои руки управление онлайн-проектами и ведение социальных сетей. обязанности: - работа с социальными сетями вконтакте и instagram (ведение диалогов и наполнение контентом) - работа в онлайн-сервисе нашей собственной разработки - управление онлайн-проектами, координация, соблюдение сроков - генерация идей по развитию образовательных (и не только) проектов требования: - базовые навыки работы с контентом - опыт пользования соц.сетями вконтакте и instagram - умение грамотно писать на русском языке (без ошибок) - предприимчивость и работа в режиме многозадачности - ответственность мы предлагаем: - дружный молодой коллектив - возможность карьерного и личностного роста - стабильный рост заработной платы, премии - своевременную выплату заработной платы - бесплатное обучение - доброжелательность и комфортную рабочую атмосферу - возможность получить бесценный опыт работы в бизнес-проектах вместе с реальными предпринимателями - комфортный офис в стиле лофт (в 10 минутах ходьбы от ст.м. площадь восстания) - имеется велотренажёр, беговая дорожка и место для занятия спортом и отдыха. преимуществом будет: - опыт работы с онлайн-сервисами рассылок - знание основ интернет-маркетинга - знание основ smm - умение генерировать контент - опыт настройки таргетированной рекламы",менеджер smm проектов,Санкт-Петербург,30000.0,,ДИРЕКТ,2019-10-08T21:53:51+0300,between1And3,full,fullDay,Social Media Marketing|Internet Marketing|Интернет-реклама|Грамотность|Социальные сети|Ведение групп в социальных сетях|Многозадачность|Маркетинг
