,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
957,957,разработка интеграционных решений,,"опыт java-разработки от 3 лет (server side) знание интегрционных шаблонов проектирования опыт работы с различными субд навыки администрирования опыт работы в команде, использование средств командной разработки (jira, git, maven) английский язык (минимум на уровне чтения технической документации) желание развиваться, инициативность, умение аргументированно отстаивать свою позицию","кто мы и что мы делаем? компания emdev.ru — питерская компания, история которой началась в далеком 2005 г. с 2009г. компания переключилась на разработку it-решений на базе платформы liferay. наша гордость: в 2016 присвоен статус партнера компании redhat/jboss, в 2017 г. - партнера wso2. компания является партнером google. разработка интеграционных решений опыт java-разработки от 3 лет (server side) знание интегрционных шаблонов проектирования опыт работы с различными субд навыки администрирования опыт работы в команде, использование средств командной разработки (jira, git, maven) английский язык (минимум на уровне чтения технической документации) желание развиваться, инициативность, умение аргументированно отстаивать свою позицию технологии: spring xslt xsd + xml веб-сервисы (soap, rest) большим плюсом будет: apache camel apache activemq веб-сервисы (cxf) servicemix или fuse или wso2 что мы готовы дать тебе: гибкий график, работа удаленого формата белая компания, высокая зарплата и премиальная часть по окончанию проекта возможность обучаться, посещать различные конференции отличная команда внимание: 1. не рассматриваем разработчиков, которые ищут проекты для своей команды. нам не нужно сотрудничество, мы ищем к себе в штат!",разработчикинтеграционныхрешений,Санкт-Петербург,,,EmDev,2019-10-09T10:10:33+0300,between3And6,full,remote,Spring Framework|XML/Xslt|Git|Java EE|Apache Maven|server side|Servicemix|Fuse|WSO2
