,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
676,676,"управлять процессом внедрения битрикс24 у клиентов - от базового функционала до и создания сложных аналитических отчетов; проведение презентаций битрикс24 для клиентов; описание бизнес-процессов компании заказчика; разработка тз, оценка объемов работы, определение сроков реализации; работа с командой разработчиков от концепции до запуска; участие в планировании работ; функциональное тестирование внедряемых программных продуктов; разработка методических материалов, руководств пользователей; разработка и проведение курсов обучения; консультирование пользователей.",,"опыт работы со стороны исполнителя на проектах по внедрению crm-систем или корпоративных порталов с численностью от 50 пользователей; опыт разработки технических заданий на автоматизацию, описаний бизнес процессов, моделирование потоков данных, создание презентационных материалов; опыт сбора и подготовки требований, анализа и описания бизнес-процессов, умение понимать суть задач и потребностей пользователей; умение быть гибким в переговорах, а при необходимости аргументированно отстаивать свою точку зрения с пользователями любого ранга. управлять процессом внедрения битрикс24 у клиентов - от базового функционала до и создания сложных аналитических отчетов; проведение презентаций битрикс24 для клиентов; описание бизнес-процессов компании заказчика; разработка тз, оценка объемов работы, определение сроков реализации; работа с командой разработчиков от концепции до запуска; участие в планировании работ; функциональное тестирование внедряемых программных продуктов; разработка методических материалов, руководств пользователей; разработка и проведение курсов обучения; консультирование пользователей.","компания корус консалтинг, ведущий российский системный интегратор, в связи с развитием направления и запуском новых проектов, ищет опытного специалиста-внедренца корпоративных порталов на bitrix 24. идеальный кандидат на этой позиции обладает аналитическим складом ума, умеет работать в команде, в состоянии работать с несколькими высокоприоритетными задачами (проектами). умеет аргументировано доказать свою точку зрения. опыт работы со стороны исполнителя на проектах по внедрению crm-систем или корпоративных порталов с численностью от 50 пользователей; опыт разработки технических заданий на автоматизацию, описаний бизнес процессов, моделирование потоков данных, создание презентационных материалов; опыт сбора и подготовки требований, анализа и описания бизнес-процессов, умение понимать суть задач и потребностей пользователей; умение быть гибким в переговорах, а при необходимости аргументированно отстаивать свою точку зрения с пользователями любого ранга. управлять процессом внедрения битрикс24 у клиентов - от базового функционала до и создания сложных аналитических отчетов; проведение презентаций битрикс24 для клиентов; описание бизнес-процессов компании заказчика; разработка тз, оценка объемов работы, определение сроков реализации; работа с командой разработчиков от концепции до запуска; участие в планировании работ; функциональное тестирование внедряемых программных продуктов; разработка методических материалов, руководств пользователей; разработка и проведение курсов обучения; консультирование пользователей. мы готовы предложить: работа в команде единомышленников, профессиональных бизнес-аналитиков, внедренцев, разработчиков, управленцев; интересные и сложные задачи, крупные проекты; постоянный профессиональный и личный рост, самостоятельность в работе; оформление в штат компании, согласно тк рф, “белая” заработная плата, дмс; система бонусного премирования.",руководительпроектоввнедренияbitrix24,Санкт-Петербург,,,КОРУС Консалтинг,2019-10-08T11:29:22+0300,between3And6,full,fullDay,Битрикс24|Bitrix24|CRM|Управление проектами|Ведение переговоров|PMBOK|Agile Project Management|MS Project
