,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
897,897,"управление командой от 15 до 25 человек (обучение и развитие, мотивация, планирование работ, контроль качества) координация работы группы организация процесса сбора и управления требованиями и их изменениями выстраивание процесса взаимодействия с другими участниками delivery процесса коммуникации с клиентами, участие в workshops и иных клиентских встречах ответственность за подготовку scope of work, спецификаций требований и прочих документов, связанных со скоупом, требованиями и дизайном решения развитие методологии и процессов работы аналитиков участие в проектах внедрения в роли ba lead",,опыт управления командой бизнес/системных аналитиков от 10 чел. знание предметной области и процессов телеком операторов понимание принципов работы bss контура опыт участия в end-to-end проектах внедрения bss решений операторам связи в роли аналитика знания методик сбора и анализа требований готовность к командировкам от 2х до 4х месяцев в год,"управление командой от 15 до 25 человек (обучение и развитие, мотивация, планирование работ, контроль качества) координация работы группы организация процесса сбора и управления требованиями и их изменениями выстраивание процесса взаимодействия с другими участниками delivery процесса коммуникации с клиентами, участие в workshops и иных клиентских встречах ответственность за подготовку scope of work, спецификаций требований и прочих документов, связанных со скоупом, требованиями и дизайном решения развитие методологии и процессов работы аналитиков участие в проектах внедрения в роли ba lead опыт управления командой бизнес/системных аналитиков от 10 чел. знание предметной области и процессов телеком операторов понимание принципов работы bss контура опыт участия в end-to-end проектах внедрения bss решений операторам связи в роли аналитика знания методик сбора и анализа требований готовность к командировкам от 2х до 4х месяцев в год компания предлагает официальная заработная плата. отпуск, больничные — все по тк. гибкий график. возможности для развития – свой центр обучения, корпоративные семинары, профессиональные конкурсы, участие в российских и международных конференциях дмс, страхование жизни. дополнительные опции соц. пакета на выбор: компенсация отпуска (билеты, отели), оплата повышения квалификации, обучения, фитнеса, дмс со стоматологией, доступ к сервисам aws и любому по и прочее комфортный офис, спортзал, велопарковка, кухни в офисе с бесплатными снэками, чаем/кофе/молоком, тимбилдинги",руководитель группы аналитики ba lead,Санкт-Петербург,,,GlobalCareer,2019-10-02T14:53:12+0300,between1And3,full,fullDay,Моделирование бизнес процессов|Бизнес-анализ|Деловая коммуникация|Управление отношениями с клиентами|Планирование
