,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1204,1204,"настройка программы 1с erp и дополнительных модулей 1с: документооборот, 1с: crm на стадии внедрения (построение бизнес-процессов, заведение в программу 1с erp алгоритма/структуры бизнес-процессов, подключение почтового клиента, настройка прав доступа, программирование дополнительных скриптов и т.д.); сопровождение работы сотрудников компании (пользователей) в 1с erp (+документооборот и crm), последующие доработки программы; участие в планерках, обсуждение нюансов настройки с рабочей группой проекта по внедрению программы 1с erp + документооборот;","работа в стабильно развивающейся компании в г. тюмени; интересные задачи; молодой дружный коллектив; официальное трудоустройство в соответствии с тк рф; пятидневная рабочая неделя с 8:30 до 17:30; корпоративный транспорт; оплата занятий в бассейне; корпоративная мобильная связь, уютный светлый офис, большая парковка.","знание конфигураций erp управление предприятием 2, документооборот 8; опыт работы в программе в 1с erp и ее дополнительных модулях 1с: документооборот, 1с: crm; опыт программирования управляемых форм; опыт программирования расширений конфигурации; знание основ бухучета и кадрового делопроизводства; знание скд; работа в стабильно развивающейся компании в г. тюмени; интересные задачи; молодой дружный коллектив; официальное трудоустройство в соответствии с тк рф; пятидневная рабочая неделя с 8:30 до 17:30; корпоративный транспорт; оплата занятий в бассейне; корпоративная мобильная связь, уютный светлый офис, большая парковка.","немного о нас: &quot;взлет-тюмень&quot; представительство ао &quot;взлет&quot; (г. санкт-петербург) в урфо - ведущего российского предприятия в области разработки, производства и внедрения приборов учета расхода жидкостей, тепловой энергии и регулирования тепловодоресурсов. «взлет-тюмень» это проектно-строительное предприятие, специализирующееся на проектировании тепловых сетей, капитальном ремонте, реконструкции объектов теплоснабжения (цтп, пнс, вспомогательные объекты), водоснабжения (спд, водозаборные узлы) и узлов учета. в г. тюмень предприятие «взлет-тюмень» разрабатывает и производит изделия полной заводской готовности: автоматизированные тепловые пункты, насосные станции, шкафы электроуправления, готовые решений в блок-боксах. в связи с расширением штата мы рады пригласить к нам профессионального программиста на внедрение 1с erp документооборот с огромным желанием работать и развиваться именно в нашей компании. настройка программы 1с erp и дополнительных модулей 1с: документооборот, 1с: crm на стадии внедрения (построение бизнес-процессов, заведение в программу 1с erp алгоритма/структуры бизнес-процессов, подключение почтового клиента, настройка прав доступа, программирование дополнительных скриптов и т.д.); сопровождение работы сотрудников компании (пользователей) в 1с erp (+документооборот и crm), последующие доработки программы; участие в планерках, обсуждение нюансов настройки с рабочей группой проекта по внедрению программы 1с erp + документооборот; знание конфигураций erp управление предприятием 2, документооборот 8; опыт работы в программе в 1с erp и ее дополнительных модулях 1с: документооборот, 1с: crm; опыт программирования управляемых форм; опыт программирования расширений конфигурации; знание основ бухучета и кадрового делопроизводства; знание скд; работа в стабильно развивающейся компании в г. тюмени; интересные задачи; молодой дружный коллектив; официальное трудоустройство в соответствии с тк рф; пятидневная рабочая неделя с 8:30 до 17:30; корпоративный транспорт; оплата занятий в бассейне; корпоративная мобильная связь, уютный светлый офис, большая парковка.",программист1сerp,Тюмень,70000.0,,Взлет-Тюмень,2019-09-30T09:50:13+0300,between1And3,full,fullDay,
