,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
429,429,"осуществление оперативной поддержки существующих продуктивных баз данных postgresql конфигурация новых и реконфигурация существующих баз данных осуществление ежедневного контроля и оперативной поддержки запланированных задач; анализ и решение инцидентов; создание и поддержка автоматизации ежедневной оперативной поддержки; осуществление процессов изолирования и предотвращения системных / программных сбоев; поддержка в актуальном состоянии и разработка новой проектной документации; активные нововведения в существующую инфраструктуру; коммуникация по вопросам текущей работы с техническим руководителем, руководителем группы и отдела, своевременная и качественная подготовка необходимой отчетности; поддержка системы наставников для новых и существующих сотрудников.","компания предлагает стабильную и интересную работу, возможность профессионального развития; изучение английского он-лайн; предоставление дополнительных отпусков и материальной помощи по особым случаям; добровольное медицинское страхование (поликлиника, стоматология) - 100% компенсация для сотрудников компании; компенсация питания сотрудника; программа компенсаций занятий спортом; программа награждения сотрудников за выдающиеся успехи; официальное трудоустройство согласно тк рф;",,"осуществление оперативной поддержки существующих продуктивных баз данных postgresql конфигурация новых и реконфигурация существующих баз данных осуществление ежедневного контроля и оперативной поддержки запланированных задач; анализ и решение инцидентов; создание и поддержка автоматизации ежедневной оперативной поддержки; осуществление процессов изолирования и предотвращения системных / программных сбоев; поддержка в актуальном состоянии и разработка новой проектной документации; активные нововведения в существующую инфраструктуру; коммуникация по вопросам текущей работы с техническим руководителем, руководителем группы и отдела, своевременная и качественная подготовка необходимой отчетности; поддержка системы наставников для новых и существующих сотрудников. от двух лет работы в области администрирования postgresql ; полное или не полное высшее или специально-техническое образование; пройденные технические курсы по операционным системам unix/linux,oracle(приветствуется); пройденные технические курсы по системам управления реляционными базами данных (приветствуется); хорошие знания в сфере postgresql, операционных систем linux,unix; уверенные знания в области: компьютерных сетей и протоколов, процедур itil. компания предлагает стабильную и интересную работу, возможность профессионального развития; изучение английского он-лайн; предоставление дополнительных отпусков и материальной помощи по особым случаям; добровольное медицинское страхование (поликлиника, стоматология) - 100% компенсация для сотрудников компании; компенсация питания сотрудника; программа компенсаций занятий спортом; программа награждения сотрудников за выдающиеся успехи; официальное трудоустройство согласно тк рф; для сотрудников из других городов возможна удаленная работа.",администраторбдpostgresql,Санкт-Петербург,,,Атос АйТи Солюшенс энд Сервисез,2019-10-01T10:36:02+0300,between1And3,full,fullDay,
