,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1326,1326,"в аэроквантуме обучающиеся пройдут все этапы жизненного цикла выпуска летательного аппарата, узнают, что такое квадрокоптер, самолет и вертолет, научатся выбирать оптимальные варианты для доставки грузов, организовывать воздушное движение, проводить автономные полеты и внедрять инновационные технологии в авиапромышленость. обучающиеся: научатся печатать на 3d-принтере; разрабатывать математические модели объектов; пилотировать летательные аппараты; программировать автопилот; паять электросхемы, освоят 3d-моделирование и приобретут навыки создания деталей из композитов. а также научатся работать в команде, развивать критическое и системное мышление, работать с большими объемами с информации.","официальное трудоустройство в соответствии с тк рф; гибкий график работы, 36 часов в неделю командировки не менее 14 дней в месяц по районам тюменской области офис в центре тюмени обучение у федерального оператора сети дт «кванториум» фгау «фонд новых форм развития образования» (г. москва)","высшее педагогическое или инженерно-техническое образование; знание содержания и методик реализации дополнительных общеобразовательных программ, в том числе современных методов, форм, способов и приемов обучения и воспитания; опыт организация проектной деятельности, управление проектами; знание технического оборудования, моделирование процессов, проведение экспериментов; вы интересуетесь смежными областями науки и техники. у вас активная жизненная позиция. вы умеете заинтересовать и замотивировать ребенка на обучение. обладаете развитыми коммуникативными навыками. официальное трудоустройство в соответствии с тк рф; гибкий график работы, 36 часов в неделю командировки не менее 14 дней в месяц по районам тюменской области офис в центре тюмени обучение у федерального оператора сети дт «кванториум» фгау «фонд новых форм развития образования» (г. москва)","в аэроквантуме обучающиеся пройдут все этапы жизненного цикла выпуска летательного аппарата, узнают, что такое квадрокоптер, самолет и вертолет, научатся выбирать оптимальные варианты для доставки грузов, организовывать воздушное движение, проводить автономные полеты и внедрять инновационные технологии в авиапромышленость. обучающиеся: научатся печатать на 3d-принтере; разрабатывать математические модели объектов; пилотировать летательные аппараты; программировать автопилот; паять электросхемы, освоят 3d-моделирование и приобретут навыки создания деталей из композитов. а также научатся работать в команде, развивать критическое и системное мышление, работать с большими объемами с информации. педагогическая деятельность обучение детей 11-18 лет, развитие профессиональных и надпрофессиональных компетенций. методическая работа разработка и реализация образовательных программ, кейсов, образовательных модулей, мастер-классов. проектная деятельность наставничество над проектными командами, внешние связи осуществление взаимодействия с индустриальными партнёрами для успешной реализации высшее педагогическое или инженерно-техническое образование; знание содержания и методик реализации дополнительных общеобразовательных программ, в том числе современных методов, форм, способов и приемов обучения и воспитания; опыт организация проектной деятельности, управление проектами; знание технического оборудования, моделирование процессов, проведение экспериментов; вы интересуетесь смежными областями науки и техники. у вас активная жизненная позиция. вы умеете заинтересовать и замотивировать ребенка на обучение. обладаете развитыми коммуникативными навыками. официальное трудоустройство в соответствии с тк рф; гибкий график работы, 36 часов в неделю командировки не менее 14 дней в месяц по районам тюменской области офис в центре тюмени обучение у федерального оператора сети дт «кванториум» фгау «фонд новых форм развития образования» (г. москва)",педагогдополнительногообразованияаэроквантум,Тюмень,35000.0,,ГАУ ДОД ТО ОЦДОДиМ,2019-09-18T07:13:28+0300,between1And3,full,fullDay,"организация проектной деятельности, управление проектами;"
