,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
413,413,,,"- знание vue.js framework, умение работать с api - опыт адаптивной верстки с использованием bootstrap 4 - знание препроцессора sass (scss) - желательно уметь писать тесты на ava и supertest - умение работать с git, git-flow и написание осмысленных сommits - умение работать с webpack и babel","компания &quot;ресторанный рейтинг&quot; - консультационная служба по ресторанам санкт-петербурга и москвы. сейчас мы в поиске frontend разработчика , тебе предстоит: - плотная работа с vue/nuxt, верстка bootstrap 4 - разработка нового проекта - работа с rest api наших сервисов - знание vue.js framework, умение работать с api - опыт адаптивной верстки с использованием bootstrap 4 - знание препроцессора sass (scss) - желательно уметь писать тесты на ava и supertest - умение работать с git, git-flow и написание осмысленных сommits - умение работать с webpack и babel мы предлагаем: - график работы 5/2, гибкое начало дня с 10:00 до 12:00; - адекватная зп по результатам собеседования - современный офис в центре города - официальное трудоустройство, оплачиваемый отпуск и больничные - совместный отдых, кофе, чай и печеньки","frontend developer (vue, nuxt)",Санкт-Петербург,60000.0,80000.0,Санкт-Петербургский ресторанный рейтинг,2019-10-10T11:44:29+0300,between1And3,full,fullDay,Vue.js|JavaScript|HTML|CSS|Git|Bootstrap|Nuxt.js
