,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
786,786,,,,"в связи с расширением практики iаas в периметре компании открыта позиция ведущего администратора linux: обязанности: выполнение сложных работ по поддержанию инфраструктуры: поддержка серверов с ос *nix, rhel, suse, centos. автоматизация процессов установки обновления пакетов. сопровождение серверного оборудования. сопровождение среды виртуализации серверов. управление непрерывностью и мощностями. поиск и устранение неисправностей в работе оборудования. анализ инцидентов и проблем. сервисная поддержка заказчиков, работа по заявкам. участие в проектной деятельности. требования: глубокие знания linux. знание и понимание принципов построения и организации лвс, знание стека протоколов tcp/ip, модели osi. предпочтитителен опыт работы с коммерческими версии linux (sles, rhel). опыт работы с astra linux будет плюсом. знание среды виртуализации vmware vsphere 5/6, ms hyper-v. глубокие знание основных сетевых сервисов – ad, dfs, dhcp. bash мы предлагаем: работа в стабильной, динамично развивающейся компании; дмс, страхование жизни; годовой бонус по результатам деятельности; уровень заработной платы обсуждается по итогам собеседования",ведущийадминистраторlinux[id16043],Санкт-Петербург,,,Газпром нефть,2019-10-04T10:26:20+0300,between3And6,full,fullDay,Linux|SLES|RHEL|*nix|Unix|Debian|CentOS|Ansible
