,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1105,1105,разработка/доработка и сопровождение по,"г. тюмень. бизнес-центр «нобель-парк» график работы - с 10:00 до 18-30; оформление по тк рф, белая заработная плата; оплата по результатам собеседования . профессиональный и карьерный рост;","знание языков одного из языков программирования (с,c++, delphi ), ; знание теории бд и синтаксиса sql; понимание ооп.","ао «галактика про» входит в корпорацию &quot;галактика&quot; и является одним из крупнейших игроков в области автоматизации управления производственно-хозяйственной и финансовой деятельности предприятия в сфере оборонно-промышленного комплекса, машиностроения, нефтегазовой промышленности. разработка/доработка и сопровождение по знание языков одного из языков программирования (с,c++, delphi ), ; знание теории бд и синтаксиса sql; понимание ооп. будет преимуществом: опыт разработки; опыт настройки, установки и технической поддержки программного обеспечения экономического назначения;. г. тюмень. бизнес-центр «нобель-парк» график работы - с 10:00 до 18-30; оформление по тк рф, белая заработная плата; оплата по результатам собеседования . профессиональный и карьерный рост;",младшийразработчик,Тюмень,,,Галактика Про,2019-09-24T12:15:57+0300,between1And3,full,fullDay,
