,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
2,2,,,,"кто мы? строительный торговый дом «петрович» - это сеть строительных центров и более 20 лет успешной работы на рынке diy. мы не сидим в жилетках и касках, и наши столы не подпирают кирпичи, а в воздухе не пахнет, пусть и родным, запахом цемента. ну, вдруг вы именно так представляете it-отдел компании, продающей стройматериалы. у нас уютно и современно, а коллеги доброжелательны, обаятельны и с чувством юмора. в it-отделе у нас 70 человек, и сейчас мы ищем pm на наш проект. мы ждем от вас: опыт работы в проектах в качестве pm; опыт работы и знание популярных методологий ведения проектов: scrum, kanban, а также умение работать в рамках waterfall; умение говорить на языке бизнеса, а также способность переводить его на технический; понимание процесса движения проекта или инициативы от идеи до финального релиза; презентация достижений команды, ведь нам важно получать обратную связь и понимать значимость своей работы; а еще, конечно, что вы высоко мотивированный участник команды, эксперт в управлении конфликтов и приоритетов между командой и стейкхолдерами, и вы увлечены и любите свою работу. на этой позиции вы будете: управлять проектами по интеграции, разработке и сопровождению программного обеспечения; организовывать работу сотрудников как выделенных на проект, так и относящихся к разным подразделениям; коммуницировать с заказчиками, работать в связке с бизнес-аналитиком команды; вести отчетность по проекту (jira). мы предлагаем: дружескую рабочую атмосферу; оформление по тк рф, полностью белую зп (обсуждаем с кандидатами в зависимости от уровня скиллов), полис дмс через 3 месяца, дмс+стоматология через год; участие в конференциях и обучение за счет компании; йогу в офисе, команды по баскетболу, волейболу, футболу; классные корпоративы; график работы: 5/2, гибкое начало рабочего дня с 8.00 до 11.00; комфортный офис (корпоративный транспорт от м. парнас, гражданский пр, пр. просвещения), парковка для сотрудников, велопарковка; врач в офисе (2 раза в неделю); чай, кофе, печеньки.",projectmanagerменеджерit-проектов,Санкт-Петербург,,,"Петрович, Строительный Торговый Дом",2019-10-02T12:17:51+0300,between1And3,full,fullDay,Организаторские навыки|Работа в команде|Грамотная речь|Подготовка презентаций|Организация презентаций
