,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
743,743,"создание и ведение рекламных кампаний в системах яндекс.директ, google ads, рся, настройка аналитики (google analytics, yandex metrika); оптимизация рекламных кампаний и достижение ключевых показателей по cpl, cpo; подготовка рекламных кампаний по различным каналам, проведение и оценка эффективности; подготовка отчетов по рекламным кампаниям. продвижение проектов компании",интересные и сложные задачи комфортные условия труда бесплатное 2-х разовое питание‚ кофе бесплатный корпоративный спортзал график работы 5/2; рабочий день с 11.00 до 20.00 либо с 10.00 до 19.00,"опыт работы в контекстной рекламе не менее одного года; понимание интернет-маркетинга, основных инструментов интернет-рекламы; умение самостоятельно проводить рекламные кампании в yandex.direct, google ads; умение работать в режиме многозадачности и планировать собственное время; умение работать с таблицами (excell/google docs); умение работать с программами директ коммандер, google editor, keycollector или аналогичных программах; анализ эффективности при помощи google analytics, яндекс.метрика; развитое умение аналитически мыслить, системность; работа на результат; внимательность; отличные коммуникационные навыки. интересные и сложные задачи комфортные условия труда бесплатное 2-х разовое питание‚ кофе бесплатный корпоративный спортзал график работы 5/2; рабочий день с 11.00 до 20.00 либо с 10.00 до 19.00","создание и ведение рекламных кампаний в системах яндекс.директ, google ads, рся, настройка аналитики (google analytics, yandex metrika); оптимизация рекламных кампаний и достижение ключевых показателей по cpl, cpo; подготовка рекламных кампаний по различным каналам, проведение и оценка эффективности; подготовка отчетов по рекламным кампаниям. продвижение проектов компании опыт работы в контекстной рекламе не менее одного года; понимание интернет-маркетинга, основных инструментов интернет-рекламы; умение самостоятельно проводить рекламные кампании в yandex.direct, google ads; умение работать в режиме многозадачности и планировать собственное время; умение работать с таблицами (excell/google docs); умение работать с программами директ коммандер, google editor, keycollector или аналогичных программах; анализ эффективности при помощи google analytics, яндекс.метрика; развитое умение аналитически мыслить, системность; работа на результат; внимательность; отличные коммуникационные навыки. интересные и сложные задачи комфортные условия труда бесплатное 2-х разовое питание‚ кофе бесплатный корпоративный спортзал график работы 5/2; рабочий день с 11.00 до 20.00 либо с 10.00 до 19.00",трафик-менеджер,Санкт-Петербург,,,Суши WOK,2019-09-19T14:18:58+0300,between3And6,full,fullDay,Контекстная реклама|Яндекс.Метрика|Google Analytics|Интернет-реклама|Яндекс.Директ
