,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
304,304,,,уверенные знания javase. знание структур данных и алгоритмов. опыт работы с unix-системами. понимание принципов работы основных сетевых протоколов. опыт работы с многопоточным кодом.,"кто мы? tradingview - социальная сеть и торговая платформа, которой пользуются трейдеры из 100+ стран для выхода на 70+ рынков. начав с techstars в чикаго, к настоящему моменту мы добились того, что наше решение стало ведущим на рынке. у нас нет брокеров, мы не проводим курсы финансовой грамотности. tradingview в чистом виде продуктовая it-компания со своим saas freemium инструментом. мы помогаем трейдерам эффективно анализировать рынки и моментально реагировать на любые их изменения. мы создали свою нишу между bloomberg и yahoo finance, с тех пор в ней лидируем. мы растем и ищем java разработчика. java команда занимается разработкой высоконагруженного сервиса, раздающего данные миллионам пользователей наших торговых чартов. уверенные знания javase. знание структур данных и алгоритмов. опыт работы с unix-системами. понимание принципов работы основных сетевых протоколов. опыт работы с многопоточным кодом. будет плюсом: опыт решения проблем с производительностью и использованием памяти в высоконагруженных проектах. опыт разработки на go, kotlin, scala. знание akka, akka streams. мы готовы предложить вам: конкурентоспособную белую зарплату. оформление по тк рф с первого дня работы. 100% оплату больничных и отпусков. компенсацию оплаты питания в более чем 20-и ресторанах и кафе на выбор в пешей доступности от офиса. дмс. возможность обучения внутри компании, участие в митапах и конференциях. гибкий график и учет вашего биоритма. продвинутый офис в историческом центре города (м. сенная/садовая/спасская - адмиралтейская): комфортные рабочие места, пространства для отдыха, турник, велопарковка. помощь в релокации в санкт-петербург.",javadeveloper(командаstudyrunner),Санкт-Петербург,,,TradingView,2019-09-26T13:26:56+0300,between1And3,full,fullDay,Java SE|HTTP
