,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
27,27,"-подключение новых абонентов к услугам компании (интернет, цифровое tv, телефония) - монтаж кабель-канала по лестничной площадке и прокладка в нём оптоволоконного кабеля до квартиры абонента, установка и настройка оконечного оборудования; - демонстрация услуг и заполнение необходимой документации;","​​​​​​​- проводим обучение; - работа с крупнейшей телекоммуникационной компании в россии; - подключение по pon, никаких чердаков и подвалов; - 100% постоянная загрузка; - выдаём инструмент и расходный материал; - обеспечение спецодеждой; - сдельная оплата труда; - своевременные выплаты; - белая заработная плата + премии; - работа разъездного характера; - компенсация проезда; - график работы 5/2; 3/2; - дополнительно оплачиваются продажи услуг и оборудования; - з/п от 50 000 руб;","- желание работать и зарабатывать; - высокая производительность; - уверенный пользователь пк; - среднее образование; ​​​​​​​- проводим обучение; - работа с крупнейшей телекоммуникационной компании в россии; - подключение по pon, никаких чердаков и подвалов; - 100% постоянная загрузка; - выдаём инструмент и расходный материал; - обеспечение спецодеждой; - сдельная оплата труда; - своевременные выплаты; - белая заработная плата + премии; - работа разъездного характера; - компенсация проезда; - график работы 5/2; 3/2; - дополнительно оплачиваются продажи услуг и оборудования; - з/п от 50 000 руб;","-подключение новых абонентов к услугам компании (интернет, цифровое tv, телефония) - монтаж кабель-канала по лестничной площадке и прокладка в нём оптоволоконного кабеля до квартиры абонента, установка и настройка оконечного оборудования; - демонстрация услуг и заполнение необходимой документации; - желание работать и зарабатывать; - высокая производительность; - уверенный пользователь пк; - среднее образование; ​​​​​​​- проводим обучение; - работа с крупнейшей телекоммуникационной компании в россии; - подключение по pon, никаких чердаков и подвалов; - 100% постоянная загрузка; - выдаём инструмент и расходный материал; - обеспечение спецодеждой; - сдельная оплата труда; - своевременные выплаты; - белая заработная плата + премии; - работа разъездного характера; - компенсация проезда; - график работы 5/2; 3/2; - дополнительно оплачиваются продажи услуг и оборудования; - з/п от 50 000 руб;",монтажник слаботочных сетей,Санкт-Петербург,50000.0,60000.0,АИК-телеком,2019-09-18T13:57:38+0300,noExperience,full,flexible,
