,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1395,1395,поддержка пользователей sap; обучение и консультирование.,"место работы: г. тюмень, аэропорт &quot;плеханово&quot; (развозки нет), 25 рассматриваются кандидаты на удаленную работу; график работы: пятидневная рабочая неделя 09.00-18.00; испытательный срок 3 месяца; оформление в соответствии с тк рф; заработная плата договорная, выплачивается своевременно, два раза в месяц. рассматриваются зарплатные ожидания кандидатов; льготы для сотрудников и членов семьи на авиаперелеты к месту отпуска.","высшее образование по направлению информационные технологии, экономическое (будет преимуществом); продвинутый пользователь пк; опыт работы с sap; желательно владение 1с или др. учетными по. место работы: г. тюмень, аэропорт &quot;плеханово&quot; (развозки нет), 25 рассматриваются кандидаты на удаленную работу; график работы: пятидневная рабочая неделя 09.00-18.00; испытательный срок 3 месяца; оформление в соответствии с тк рф; заработная плата договорная, выплачивается своевременно, два раза в месяц. рассматриваются зарплатные ожидания кандидатов; льготы для сотрудников и членов семьи на авиаперелеты к месту отпуска.","utair входит в топ-5 российских авиаперевозчиков. авиакомпания летает по 150 направлениям, более 60 из которых доступны только пассажирам utair. в парке utair 65 самолетов. основной пункт пересадки — московский аэропорт внуково, на который приходится более 160 рейсов utair ежедневно. штаб-квартира utair располагается в сургуте. авиакомпания входит в реестр операторов iosa с 2008 года. авиакомпания «ютэйр» приглашает соискателей принять участие в конкурсном отборе на вакансию специалиста по технической поддержки sap. для рассмотрения вашей кандидатуры, необходимо направить отклик на вакансию. поддержка пользователей sap; обучение и консультирование. высшее образование по направлению информационные технологии, экономическое (будет преимуществом); продвинутый пользователь пк; опыт работы с sap; желательно владение 1с или др. учетными по. место работы: г. тюмень, аэропорт &quot;плеханово&quot; (развозки нет), 25 рассматриваются кандидаты на удаленную работу; график работы: пятидневная рабочая неделя 09.00-18.00; испытательный срок 3 месяца; оформление в соответствии с тк рф; заработная плата договорная, выплачивается своевременно, два раза в месяц. рассматриваются зарплатные ожидания кандидатов; льготы для сотрудников и членов семьи на авиаперелеты к месту отпуска.",специалист по технической поддержке sap,Тюмень,25000.0,,"ЮТэйр, Авиакомпания",2019-10-10T07:02:39+0300,noExperience,full,fullDay,
