,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
68,68,,"способ, модель и размер оплаты обсуждается индивидуально. достойным кандидатам мы готовы платить от 150 тыс.руб. работа полностью удаленная, поэтому ответственность и самоорганизация, действительно, крайне важны.",,"в нашей команде работает больше 10 человек, нам от 25 до 40 лет. мы разрабатываем международные интернет-сервисы (web/ios/android), между собой мы общаемся на русском языке. нам нужен team lead php-разработчик на fulltime-удалёнку. много интересных задач, относительно свободный график. основные требования: уверенное владение php 7, опыт от 3-х лет; mysql, postgresql, memcached, symfony; git; composer; построение rest api; желательно знание и применение javascript или библиотек jquery, reactjs; какой-то опыт с нагрузкой больше минимальной (лучше - большой); хорошая самоорганизация, ответственность, опыт удаленной работы. способ, модель и размер оплаты обсуждается индивидуально. достойным кандидатам мы готовы платить от 150 тыс.руб. работа полностью удаленная, поэтому ответственность и самоорганизация, действительно, крайне важны. коротко о нас: php, symfony (некоторые проекты); mysql, postgres; front-end stack: react/sass/babel es9; docker. достойная зп, полная удаленность, возможность принять участие в свежем проекте, развиваться вместе с нами, стать важным членом команды.",team lead php,Санкт-Петербург,150000.0,,БИТ,2019-10-08T12:13:56+0300,between3And6,full,remote,PostgreSQL|Git|MySQL|JavaScript|PHP|react|Sass|ES9|Docker|Front-end|Back-end|Teamleading|ReactJS|Symfony
