,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
536,536,,,,"мы планируем разработку промышленной системы планирования и отчетности для корпоративного бизнеса в сбербанке. в связи с этим расширяем команду разработчиков.нам нужен senior apex d eveloper обязанности: разработка dashboard/process в oracle apex 18 / 19; разработка витрин данных бд; разработка функционала на уровне бд; анализ/etl данных в бд / msexcel; автоматизация приложений/систем. требования: высшее образование в сфере информационных технологий; опыт самостоятельной разработки проекта с нуля; опыт работы с sql и pl / sql oracle / postgresql / mssql / mysql от 2 лет; опыт разработки на javascript от 2 лет; знание html; знание css. будет плюсом: знание java 1.7.;1.8; коллекции (+ streams) (начальный /базовый); apache; знание bitbucket, liquebase; понимание принципов scrum; понимание принципов nosql. условия работы: работа в крупнейшем банке россии; трудоустройство согласно тк рф; регулярное корпоративное обучение; дмс, страхование от несчастных случаев и тяжелых заболеваний; материальная помощь и социальная поддержка, корпоративная пенсионная программа; льготные условия кредитования; яркая и насыщенная корпоративная жизнь.",seniorapexdeveloper,Санкт-Петербург,,,Сбербанк,2019-09-27T10:31:16+0300,between3And6,full,fullDay,
