,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
751,751,,,,"мастер по ремонту смартфонов, планшетов, ноутбуков, компьютеров, моноблоков инженер сервисного центра. сервис-инженер. работа в сервисном центре, так же возможна работа на выезде( компьютерная помощь), в зависимости от кандидата. мастера требуется в сервис: м. сенная, санкт- петербург, пер. спасский (1 минута пешком от метро) должностные обязанности: диагностика и ремонт смартфонов, планшетов, ноутбуков, компьютеров, моноблоков: замена комплектующих, замена матриц, клавиатур, жестких дисков, шлейфов, ремонт корпусов и т.д. решение любых задач с программным обеспечением, переустановка windows, удаление вирусов, настройка внутреннего оборудования компьютеров, восстановление данных с исправных носителей согласование работ с клиентом, предлагать дополнительные работы, выполнять поставленные планы приветствуются следующий опыт (но не обязателен): ремонт материнских плат от ноутбуков, моноблоков и другого оборудования: восстановл­­ение/ заме­н­а разъемов usb, питания, audio, и пр., компонентн­­ый ремонт (залитые, неисправны­­е) в т. ч. замена bga, ­­прошивка bios ремонт схем питания материнских плат ноутбуков,моноблоков работа ранее в выездном сервисе (компьютерная помощь), знание понятия среднего чека мы предлагаем: высокая оплата труда официальное трудоустройство компенсация сотовой связи полный социальный пакет карьерный рост несколько сервисов по городу, в зависимости от места жительства по желанию, возможна работа на выезде гарантируем высокую оплату, а также гарантируем высокую премию во время низкого сезона. работы очень много, величина заработка зависит полностью от скорости и качества выполнения ремонта сервис-инженером. возможна по желанию работа на выезде (компьютерная помощь).","мастерпоремонтукомпьютеров,ноутбуковинженерсервисногоцентра(компьютернаяпомощь)",Санкт-Петербург,85000.0,140000.0,ТЕРАБИТ,2019-10-08T09:28:24+0300,between1And3,full,fullDay,Ремонт компьютеров|Ремонт ноутбуков|Установка Windows|Ремонт моноблоков|Компьютерная помощь|ремонт смартфонов|пайка BGA|ремонт планшетов|ремонт телефонов|ремонт apple
