,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
835,835,,"молодая и дружная команда лидера в своей отрасли, входящей в top3 e-commerce санкт-петербурга; 10 мин на маршрутке от м.проспект просвящения/ м.озерки. график работы пятидневка, с 9.00 до 18.00 или с 10.00 до 19.00; уровень заработной платы обсуждается с успешным кандидатом.","отличное знание работы склада и программы 1с; опыт разработки проектной документации (написание функциональных требований, технических заданий и т.д.); опыт работы в проектах по внедрению 1с от 1 года; знание и понимание процесса (этапов) разработки программного обеспечения; молодая и дружная команда лидера в своей отрасли, входящей в top3 e-commerce санкт-петербурга; 10 мин на маршрутке от м.проспект просвящения/ м.озерки. график работы пятидневка, с 9.00 до 18.00 или с 10.00 до 19.00; уровень заработной платы обсуждается с успешным кандидатом.","основные обязанности: составление описания бизнес-процессов в сфере складской логистики; анализ и оптимизация бизнес-процессов склада; тестирование по на базе 1с; участие во внедрении нового по; составление документации по изменению по; постановка тз программистам 1с; отличное знание работы склада и программы 1с; опыт разработки проектной документации (написание функциональных требований, технических заданий и т.д.); опыт работы в проектах по внедрению 1с от 1 года; знание и понимание процесса (этапов) разработки программного обеспечения; молодая и дружная команда лидера в своей отрасли, входящей в top3 e-commerce санкт-петербурга; 10 мин на маршрутке от м.проспект просвящения/ м.озерки. график работы пятидневка, с 9.00 до 18.00 или с 10.00 до 19.00; уровень заработной платы обсуждается с успешным кандидатом.",аналитикбизнес-процессованалитик1с,Санкт-Петербург,,80000.0,Фотосклад.ру,2019-10-10T13:33:57+0300,between1And3,full,fullDay,1С: Склад|Автоматизация склада|Складская логистика|Транспортная логистика
