,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
149,149,"помощь заказчикам комплексных решений аскон в создании эффективной системы автоматизации конструкторских и технологических работ: выявление ограничений в текущих инженерных процессах описание и визуализация процессов подготовка предложений по совершенствованию инженерных процессов реализация предложений с использованием программных технологий аскон организация, сопровождение пилотных проектов участие в проекте внедрения комплексной информационной системы: в роли аналитика, технического руководителя проекта, руководителя проекта (зависит от сложности и объема задач) разработка проектных документов: технические задания, решения, регламенты и инструкции, рабочие документы проекта. организация и сопровождение пилотных проектов рассказ об опыте успешной реализации проектных задач, демонстрация технических решений для заинтересованных в сотрудничестве организаций","официальное трудоустройство, соблюдение компанией социальных гарантий (отпуск, больничный, праздничные дни в соответствии с тк рф), премии по результатам работы комфортное рабочее место поддержка профессионального роста и карьеры сотрудников возможны командировки в северо-западном федеральном округе комфортный офис в пешей доступности от станций метро: приморская, василеостровская, спортивная-2 автомобильная и вело-парковка.","высшее техническое образование опыт работы на промышленном предприятии в сфере конструкторско-технологической подготовки производства ( 1-3 года) знание и понимание типовых задач и процессов инженерной подготовки производства желателен опыт участия в проектах внедрения информационных систем в составе проектной команды со стороны предприятия официальное трудоустройство, соблюдение компанией социальных гарантий (отпуск, больничный, праздничные дни в соответствии с тк рф), премии по результатам работы комфортное рабочее место поддержка профессионального роста и карьеры сотрудников возможны командировки в северо-западном федеральном округе комфортный офис в пешей доступности от станций метро: приморская, василеостровская, спортивная-2 автомобильная и вело-парковка.","региональный офис аскон-северо-запад , крупнейший поставщик решений аскон в северо-западном федеральном округе, приглашает кандидатов на позицию аналитик/ специалист отдела проектной аналитики. помощь заказчикам комплексных решений аскон в создании эффективной системы автоматизации конструкторских и технологических работ: выявление ограничений в текущих инженерных процессах описание и визуализация процессов подготовка предложений по совершенствованию инженерных процессов реализация предложений с использованием программных технологий аскон организация, сопровождение пилотных проектов участие в проекте внедрения комплексной информационной системы: в роли аналитика, технического руководителя проекта, руководителя проекта (зависит от сложности и объема задач) разработка проектных документов: технические задания, решения, регламенты и инструкции, рабочие документы проекта. организация и сопровождение пилотных проектов рассказ об опыте успешной реализации проектных задач, демонстрация технических решений для заинтересованных в сотрудничестве организаций высшее техническое образование опыт работы на промышленном предприятии в сфере конструкторско-технологической подготовки производства ( 1-3 года) знание и понимание типовых задач и процессов инженерной подготовки производства желателен опыт участия в проектах внедрения информационных систем в составе проектной команды со стороны предприятия официальное трудоустройство, соблюдение компанией социальных гарантий (отпуск, больничный, праздничные дни в соответствии с тк рф), премии по результатам работы комфортное рабочее место поддержка профессионального роста и карьеры сотрудников возможны командировки в северо-западном федеральном округе комфортный офис в пешей доступности от станций метро: приморская, василеостровская, спортивная-2 автомобильная и вело-парковка.",аналитик (сапр),Санкт-Петербург,80000.0,,АСКОН,2019-09-30T11:02:37+0300,between1And3,full,fullDay,
