,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
611,611,,"испытательный срок два месяца. стабильная зарплата с реальной перспективой роста. трудоустройство по трудовому договору, отпуск 28 дней, больничные. адекватное руководство. стабильный, дружелюбный коллектив. работа в комфортном бизнес-центре на хорошо оборудованном рабочем месте. удобное местоположение офиса (2 минуты пешком от метро сенная площадь/садовая/спасская). уважаемые соискатели, благодарим за внимание к нашей вакансии. все резюме мы рассматриваем в течение трех рабочих дней. если информация, указанная вами в резюме совпадает с нашими ожиданиями, мы обязательно свяжемся с вами. также ваше резюме будет сохранено в нашей базе данных, независимо от результата, мы сможем вернуться к нему в будущем.",,"с 2015 года юридическая компания «фпа» сохраняет лидерство в отрасли банкротства в санкт-петербурге по таким критериям как доля рынка, а также штатная численность адвокатов и финансовых управляющих. в настоящее время мы стремимся стать №1 в россии и приступаем к региональному развитию с открытия офиса в москве. наше главное оружие и конкурентное преимущество - это команда профессионалов, которые объединили свои усилия и талант, чтобы обеспечить компании передовые позиции в отрасли. что предстоит делать: обеспечивать информационную безопасность деятельности компании. постоянно анализировать угрозы и защищенность. разрабатывать, дорабатывать и реально внедрять на практике регламенты по информационной безопасности, иные методы борьбы с нарушениями. контролировать соблюдение всеми категориями пользователей требований по обеспечению информационной безопасности. а также рутинные обязанности: обслуживать пк. настраивать по. администрировать сети, серверы. минимальные требования: - опыт работы системным администратором. вашим преимуществом будет: - высшее образование по направлению &quot;информационная безопасность&quot;; - имеете успешный опыт разработки правил, регламентов, инструкций по информационной безопасности; - опыт работы в компаниях численностью свыше 100 человек; - рекомендации с прошлых мест работы будут вашим плюсом. испытательный срок два месяца. стабильная зарплата с реальной перспективой роста. трудоустройство по трудовому договору, отпуск 28 дней, больничные. адекватное руководство. стабильный, дружелюбный коллектив. работа в комфортном бизнес-центре на хорошо оборудованном рабочем месте. удобное местоположение офиса (2 минуты пешком от метро сенная площадь/садовая/спасская). уважаемые соискатели, благодарим за внимание к нашей вакансии. все резюме мы рассматриваем в течение трех рабочих дней. если информация, указанная вами в резюме совпадает с нашими ожиданиями, мы обязательно свяжемся с вами. также ваше резюме будет сохранено в нашей базе данных, независимо от результата, мы сможем вернуться к нему в будущем.",системныйадминистраторспециалистпоинформационнойбезопасности,Санкт-Петербург,80000.0,120000.0,Финансово-правовой альянс,2019-10-09T18:23:42+0300,between3And6,full,fullDay,Информационная безопасность|Настройка серверов|Администрирование|Системный подход|Настройка ПК|Разработка инструкций
