,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1262,1262,,,,"тензор – крупная российская it-компания. наш основной продукт – сбис – сеть деловых коммуникаций. сбис объединяет людей и компании, системы управления и учета, бизнес-процессы и документы в одной системе. систему сбис придумали, создали и постоянно совершенствуют почти 1500 разработчиков в 11 центрах разработки. у нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных. мы ищем людей, способных реализовывать крупные проекты от идеи до “продакшена”. присоединившись к нашей команде, у вас будет возможность усовершенствовать систему сбис. результатом вашей работы будут пользоваться более миллиона людей – на компьютерах, планшетах и смартфонах. мы не работаем под заказ, мы создаем тиражные продукты. используемый стек технологий: c++, python, postgresql, javascript, nodejs, redis, elasticsearch, clickhouse. вам не нужно знать буквально все наши технологии. нужна светлая голова и страстное желание работать. делать лучший продукт в россии. мы будем рады узнать о наличии у вас: опыта разработки на указанных выше яп или любом диалекте sql; способности чувствовать «красоту кода»; опыта командной разработки; профильного (ит/инженерного) образования; желания развиваться – как вместе с нами, так и самостоятельно. мы предлагаем: заработная плата в зависимости от квалификации и уровня ответственности; оформление по тк рф; премии от 5 до 20% по итогам работы за месяц; социальные гарантии; дмс после года работы в компании; спортивные программы; корпоративные праздники и различные совместные мероприятия.",программист python,Тюмень,70000.0,110000.0,Тензор,2019-10-07T08:15:54+0300,between1And3,full,fullDay,SQL|Python|PostgreSQL
1058,1058,проектирование и разработка веб-сервиса на python 3. масштабирование решения с ростом количества пользователей.,полная занятость. устройство по тк рф.,"опыт коммерческой разработки или свободные проекты на python. опыт работы в linux не менее 2 лет. знакомство с django. понимание технологий http, ajax, websocket. понимание принципов rest api. полная занятость. устройство по тк рф.","компания «лаборатория 50» ищет python-программиста для разработки нового проекта. мы предлагаем работу в стартапе и возможность воплощения идей. проектирование и разработка веб-сервиса на python 3. масштабирование решения с ростом количества пользователей. опыт коммерческой разработки или свободные проекты на python. опыт работы в linux не менее 2 лет. знакомство с django. понимание технологий http, ajax, websocket. понимание принципов rest api. полная занятость. устройство по тк рф.",программист python,Санкт-Петербург,100000.0,,Лаборатория 50,2019-10-09T16:47:52+0300,between1And3,full,fullDay,Python|Django Framework|Linux
