,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1063,1063,техническое обслуживание и ремонт контрольно- измерительных приборов; устранение неисправностей; анализ поломок; проведение тестовой диагностики электронного и электрического оборудования; работа с контроллерами siemens s7;,международная производственная организация; бесплатное питание; график работы 2/2: достойный уровень оплаты; профессиональное развитие;,высшее образование; опыт работы ; опыт работы с контроллерами siemens; международная производственная организация; бесплатное питание; график работы 2/2: достойный уровень оплаты; профессиональное развитие;,техническое обслуживание и ремонт контрольно- измерительных приборов; устранение неисправностей; анализ поломок; проведение тестовой диагностики электронного и электрического оборудования; работа с контроллерами siemens s7; высшее образование; опыт работы ; опыт работы с контроллерами siemens; международная производственная организация; бесплатное питание; график работы 2/2: достойный уровень оплаты; профессиональное развитие;,специалистпоавтоматизации,Санкт-Петербург,,,Эллари Сервис,2019-10-04T16:29:22+0300,between1And3,full,fullDay,Техническое обслуживание
