,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
301,301,работа с текущими клиентами; анализ и сбор информации по имеющимся клиентам; поиск новых клиентов.,"оформление согласно тк рф; график работы 5/2 и плавающее начало рабочего дня (с 9 до 11 утра); уютный лофт-офис в 10-ти минутах ходьбы от м. балтийская; оплачиваемые отпуска / больничные; работу в команде ярких и увлеченных специалистов; множество интересных задач; профессиональную самореализацию, личностный и карьерный рост; свою отлично оборудованную кухню при офисе; кофе, разный вкусный чай, свежие фрукты; playstation и настольные игры в открытом доступе; демократичные корпоративные мероприятия.","грамотная письменная и устная речь (очень важно); высокий уровень ответственности; исполнительность; инициативность; коммуникабельность; усидчивость; желание учиться новому; готовность к возможному ненормированному рабочему дню (ответ на вопрос по почте/телефону). оформление согласно тк рф; график работы 5/2 и плавающее начало рабочего дня (с 9 до 11 утра); уютный лофт-офис в 10-ти минутах ходьбы от м. балтийская; оплачиваемые отпуска / больничные; работу в команде ярких и увлеченных специалистов; множество интересных задач; профессиональную самореализацию, личностный и карьерный рост; свою отлично оборудованную кухню при офисе; кофе, разный вкусный чай, свежие фрукты; playstation и настольные игры в открытом доступе; демократичные корпоративные мероприятия.","крупнейшая в восточной европе платформа управления нативной видеорекламой ищет аккаунт-менеджера в свою команду. наш продукт является лидером на рынке в россии и странах снг и очень активно развивается на западные рынки. ищем специалиста, который займется работой с текущими клиентами и привлечением новых. позиция очень перспективная для начинающих соискателей, на старте даем фикс 30к + % от продаж (после испытательного срока). если вы трудолюбивы и нацелены на результат, то ваша заработная плата сразу начнет расти. работа с текущими клиентами; анализ и сбор информации по имеющимся клиентам; поиск новых клиентов. грамотная письменная и устная речь (очень важно); высокий уровень ответственности; исполнительность; инициативность; коммуникабельность; усидчивость; желание учиться новому; готовность к возможному ненормированному рабочему дню (ответ на вопрос по почте/телефону). оформление согласно тк рф; график работы 5/2 и плавающее начало рабочего дня (с 9 до 11 утра); уютный лофт-офис в 10-ти минутах ходьбы от м. балтийская; оплачиваемые отпуска / больничные; работу в команде ярких и увлеченных специалистов; множество интересных задач; профессиональную самореализацию, личностный и карьерный рост; свою отлично оборудованную кухню при офисе; кофе, разный вкусный чай, свежие фрукты; playstation и настольные игры в открытом доступе; демократичные корпоративные мероприятия.",аккаунт-менеджер,Санкт-Петербург,30000.0,,Вибум,2019-10-08T14:37:39+0300,noExperience,full,fullDay,Навыки продаж|Пользователь ПК|Деловая переписка|Грамотная речь
