,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
698,698,,"трудоустройство по тк рф участие в интересных проектах обеспечение всей необходимой техникой комфортный офис напротив метро петроградская кухня, завтраки, кофе\чай\сладости\фрукты. рост и бонусы молодой и дружелюбный коллектив /будем благодарны за подробную информацию о себе в отклике/","опыт разработки на .net core опыт написания sql запросов опыт командной разработки желание учиться и развиваться самостоятельность трудоустройство по тк рф участие в интересных проектах обеспечение всей необходимой техникой комфортный офис напротив метро петроградская кухня, завтраки, кофе\чай\сладости\фрукты. рост и бонусы молодой и дружелюбный коллектив /будем благодарны за подробную информацию о себе в отклике/","компания buidl - это # современные стек технологии; # интересная предметная область, финансы и блокчейн; # современные архитектурные подходы; # гибкие условия по графику, нет лишнего формализма; свободный подход в общении в коллективе; # молодая и дружная команда; # разработка технически сложных систем. # разнообразные направления проектов от более близких к “железу” до высоконагруженных и высокодоступных финансовых и информационных сервисов. приглашаем разработчиков для участия в построении высоконагруженных web-сервисов (блокчейн и финтех стартапов). задачи: участие в разработке высоконагруженных .net core сервисов работа с базой данных postgresql участие в командной разработке опыт разработки на .net core опыт написания sql запросов опыт командной разработки желание учиться и развиваться самостоятельность трудоустройство по тк рф участие в интересных проектах обеспечение всей необходимой техникой комфортный офис напротив метро петроградская кухня, завтраки, кофе\чай\сладости\фрукты. рост и бонусы молодой и дружелюбный коллектив /будем благодарны за подробную информацию о себе в отклике/",разработчик c#,Санкт-Петербург,50000.0,100000.0,BUIDL LLC,2019-10-10T12:30:51+0300,between1And3,full,fullDay,.Net Core|SQL|REST|JSON API|XML|C#|k8s|ELK|PostgreSQL|CI/CD|API|WebSockets|SOA
1296,1296,исправление и доработка существующей системы разработка нового функционала системы настройки инфраструктуры для поддержания работоспособности разработанных систем,"просторный офис в центре города гибкий график работы (начало рабочего дня с 8, 9, 10, 11)","уверенные знания c#, .net framework, .net core (mvc, webapi, di, entity framework и т.д.) опыт написания sql-запросов (postgresql) и умение грамотно проектировать архитектуру бд для приложений опыт работы с git просторный офис в центре города гибкий график работы (начало рабочего дня с 8, 9, 10, 11)","исправление и доработка существующей системы разработка нового функционала системы настройки инфраструктуры для поддержания работоспособности разработанных систем уверенные знания c#, .net framework, .net core (mvc, webapi, di, entity framework и т.д.) опыт написания sql-запросов (postgresql) и умение грамотно проектировать архитектуру бд для приложений опыт работы с git просторный офис в центре города гибкий график работы (начало рабочего дня с 8, 9, 10, 11)",разработчик c#,Тюмень,60000.0,100000.0,ФИДБЭК,2019-10-02T14:56:39+0300,between1And3,full,fullDay,C#|NET Core|Git|PostgreSQL|API
