,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
635,635,,,,"здравствуй, qa-инженер, мы давно тебя ищем! кто мы? мы - к рупная российская компания по розничной и оптовой продаже инструмента гаражтулс. гаражтулс - эксклюзивный поставщик профессионального инструмента и оборудования licota, garwin и техрим в рф. у нас богатая история с 1995 г. сейчас мы набираем новую команду разработки для интересных задач и нам нужны сильные и интересующиеся люди. как мы видим тебя? у тебя есть опыт в тестировании от 2 лет; ты понимаешь основы структуры web-проектов; ты - опытный и въедливый ручной тестер; ты знаком(а) с sql; ты знаешь для чего нужны postman, jira и testrail; тебя не пугают нестандартные запросы; в идеале - у тебя есть опыт настройки web-сервисов. мы будем рады и учтем при обсуждении зп, если ты также будешь: понимать основы авто-тестирования; писать автотесты для selenium; иметь понимание основ a/b-тестирования; иметь продвинутые навыки настройки web-сервисов. что предстоит? проведение ручного тестирования существующей и новой функциональности сайта; написание и актуализация release-notes; написание и поддержка тексткейсов для заказчика и команды разработки; тестирование и описание бизнес-логики существующих решений; проведение интеграционных тестов; будем рады, если ты сможешь еще: писать и разворачивать системы автоматического тестирования; проводить нагрузочное тестирование. что предлагаем? график работы 5/2 с гибким началом рабочего дня в комфортабельном видовом офисе на 17-м этаже; оформление по тк рф с первого дня; бесплатное питание; свой кафетерий с настольным футболом, бесплатными напитками, сладостями и выпечкой в течение рабочего дня; много интересных проектов и задач, огромное поле для развития и обучения; активный, молодой и дружелюбный коллектив профессионалов; заработная плата на испытательный срок от 50 000-80 000, после от 50 000 - 100 000. обсуждается по итогам собеседования; корпоративные мероприятия.",qa инженер,Санкт-Петербург,50000.0,80000.0,Группа Компаний ГаражТулс,2019-10-09T10:43:39+0300,between1And3,full,fullDay,настройки web-проектов|SQL|ручное тестирование|Тестирование|Регресcионное тестирование|Нагрузочное тестирование|Test case
