,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1192,1192,"администрирование сервиса электронной коммерции: - контроль работоспособности; - администрирование учетных записей интернет магазинов; - оформление заявок на межсетевое взаимодействие; - консультации клиентов по вопросам технической интеграции; - консультации клиентов по вопросам прохождения операций; - консультации клиентов по работе с личным кабинетом интернет магазина; - работа с журналами (лог-файлами), взаимодействие с техподдержкой производителя. администрирование сервиса 3d-secure access control server: - контроль работоспособности; - консультации пользователей по вопросам идентификации клиентов.","работа в одном из крупнейших региональных банков рф; официальное трудоустройство в соответствии с тк рф; график работы 5/2 с 09:00 до 18:00 (суббота, воскресенье -выходные дни); отпуск 44 дня, льготный отпуск; дмс, санаторно-курортное лечение для сотрудников и их детей.","высшее техническое образование; знание английского языка (для работы с тех. документацией и взаимодействия с контрагентами); понимание принципов работы web-сервисов; технологии работы приложений с базами данных (mysql, oracle); будет плюсом знание языка программирования java; будет плюсом знание норм и требований стандартов pci dss; коммуникабельность, стрессоустойчивость. работа в одном из крупнейших региональных банков рф; официальное трудоустройство в соответствии с тк рф; график работы 5/2 с 09:00 до 18:00 (суббота, воскресенье -выходные дни); отпуск 44 дня, льготный отпуск; дмс, санаторно-курортное лечение для сотрудников и их детей.","работа в г. сургуте администрирование сервиса электронной коммерции: - контроль работоспособности; - администрирование учетных записей интернет магазинов; - оформление заявок на межсетевое взаимодействие; - консультации клиентов по вопросам технической интеграции; - консультации клиентов по вопросам прохождения операций; - консультации клиентов по работе с личным кабинетом интернет магазина; - работа с журналами (лог-файлами), взаимодействие с техподдержкой производителя. администрирование сервиса 3d-secure access control server: - контроль работоспособности; - консультации пользователей по вопросам идентификации клиентов. высшее техническое образование; знание английского языка (для работы с тех. документацией и взаимодействия с контрагентами); понимание принципов работы web-сервисов; технологии работы приложений с базами данных (mysql, oracle); будет плюсом знание языка программирования java; будет плюсом знание норм и требований стандартов pci dss; коммуникабельность, стрессоустойчивость. работа в одном из крупнейших региональных банков рф; официальное трудоустройство в соответствии с тк рф; график работы 5/2 с 09:00 до 18:00 (суббота, воскресенье -выходные дни); отпуск 44 дня, льготный отпуск; дмс, санаторно-курортное лечение для сотрудников и их детей.",инженер-программистотделасопровождениясистемэлектронноговзаимодействия,Тюмень,,,Сургутнефтегазбанк,2019-10-10T14:22:06+0300,between1And3,full,fullDay,
