,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
659,659,исходящий обзвон клиентов ( не продажи!); прием входящих звонков от сотрудников; ведение электронной отчетности по проекту; консультирование сотрудников по продуктам и услугам компании; взаимодействие с курьерской службой;,,"опыт работы от полугода года в сфере поддержки продаж, колл-центре будет твоим преимуществом; опытный пользователь пк; стрессоустойчивость; грамотная речь; нацеленность на результат; высокий уровень ответственности.","исходящий обзвон клиентов ( не продажи!); прием входящих звонков от сотрудников; ведение электронной отчетности по проекту; консультирование сотрудников по продуктам и услугам компании; взаимодействие с курьерской службой; опыт работы от полугода года в сфере поддержки продаж, колл-центре будет твоим преимуществом; опытный пользователь пк; стрессоустойчивость; грамотная речь; нацеленность на результат; высокий уровень ответственности. мы предлагаем: график работы 2/2 или 5/2; заработная плата: оклад + премия; обучение за счет компании, рассматриваем кандидатов без опыта, но с большим желанием и потенциалом; оформление в соответствии с тк рф*; молодой и дружный коллектив. в билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду. каждый сотрудник соблюдает кодекс поведения, внутренние правила компании и придерживается принципов деловой этики. мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам. #яработаювбилайн #хочувбилайн #followbeeline",специалистподдержкипродаж,Санкт-Петербург,30000.0,,Билайн ШПД,2019-09-29T17:29:59+0300,between1And3,full,shift,
