,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1140,1140,,,,"вакансия подразделения bit:erp . специализация подразделения: масштабные проекты автоматизации на платформе 1с: предприятие по scrum. мы в поисках devops-инженера в команду. строим инфраструктуру на принципах immutable servers. парк серверов на данный момент более 70 (постоянно растет). все в облаке. тех. стек: widows, linux, terraform, packer, atlassian (jira, jsd, confluence, bitbucket), (в т.ч edt) ms sql, rabbitmq, java, postgres, jenkins, allure, elk, zabbix, docker, sonarqube, t-sql. задачи : решение проблем с текущей инфраструктурой. создание новой инфраструктуры на принципах immutable servers. разработка инструментов и автоматизации процессов развертывания систем, проектов и окружений. постройка системы обеспечения резервного копирования и восстановления систем. автоматизирование задач администрирования и мониторинга перевод на принципы devops инфраструктуры наших клиентов. : удалённая работа, оклад, полный рабочий день, белая зарплата оформление по тк рф, соц. пакет компетентный руководитель и коллеги интересные и сложные задачи возможности для профессионального и карьерного роста наши ожидания : уверенные знания и опыт администрирования ms windows: active directory, group policy, winrm базовые знания и опыт администрирования *nix (ubuntu, debian, *bsd) автоматизация развертывания автоматизация развертывания (autounattend) опыт работы с laas/pass опыт работы с системами мониторинга – планирование, развертывание, настройка, эксплуатация хорошее владение как минимум одним из скриптовых языков (onescript/shell/bash/csh/python/go) технический английский будет плюсом, но не обязательно : знания terraform опыт конфигурирования и эксплуатации в высоконагруженных проектах ms sql уверенные знания и опыт администрирования 1с 8.3 уверенные знания и опыт администрирования *nix (ubuntu, debain, *bsd) знания и опыт настройки elasticsearch + logstach+ kibana знания и опыт администрирования zabbix опыт программирования (конфигурирования) на 1с 8.3 тонкая настройка кластера серверов 1c 8.3 и mssql",администраторинфраструктуры(devops),Тюмень,,,Первый Бит,2019-10-03T13:23:59+0300,between1And3,full,fullDay,MS SQL|Terraform|MS Windows|Active Directory|Group policy|WinRM|Linux|Packer|RabbitMQ|Jenkins|Zabbix|Sonarqube
