,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
815,815,,,желателен опыт работы с людьми на позиции администратора коммуникабельность и активность знание пк на уровне пользователя,"case place - это интернет-сервис по подбору и созданию креативных чехлов и аксессуаров для клиентов. сейчас мы строим сильную молодую и амбициозную команду, и если вы хотите стать ее частью - мы ждем вашего отклика. что вам нужно будет делать? выдавать заказы клиентам и работать с кассой звонить клиентам с напоминанием о заказе (никаких холодных продаж) помогать клиентам в переносе даты доставки или возврате/обмене желателен опыт работы с людьми на позиции администратора коммуникабельность и активность знание пк на уровне пользователя что мы можем предложить? работа в историческом центре петербурга (7-10 минут ходьбы от метро петроградская) график 2/2 с 9:00 до 21:00 своевременные выплаты 2 раза в месяц оплачиваемые отпуск и больничный бесплатные чай, кофе, фрукты и снэки корпоративные скидки дружный молодой коллектив хотите работать? просто откликнитесь и мы свяжемся с вами в течение 2х дней.",операторпунктавыдачизаказов,Санкт-Петербург,30000.0,33000.0,КЕЙС ПЛЭЙС,2019-10-09T09:54:57+0300,noExperience,full,shift,Коммуникабельность|Стрессоустойчивость|Умение работать в режиме многозадачности|Пунктуальность|Ответственность|Уверенный пользователь ПК
