,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
118,118,"- разработка и оптимизация стратегий email-рассылок; - управление процессом создания email-рассылок (контент, дизайн, верстка); - сегментирование базы подписчиков; - анализ эффективности рассылок;","- комфортный офис рядом с метро чкаловская; - молодой дружный коллектив; - оформление по тк рф; - кофе, чай, печеньки, снеки, фрукты и тп; - корпоративные мероприятия; - обучающие программы за счет компании;",- наличие успешных кейсов по email-маркетингу; - знание систем аналитики; - английский уровня intermediate и выше;,"в связи с интенсивным развитием требуется специалист по email-маркетингу - разработка и оптимизация стратегий email-рассылок; - управление процессом создания email-рассылок (контент, дизайн, верстка); - сегментирование базы подписчиков; - анализ эффективности рассылок; - наличие успешных кейсов по email-маркетингу; - знание систем аналитики; - английский уровня intermediate и выше; будет плюсом: - опыт копирайтинга; - знание других источников трафика; в сопроводительном письме просьба указать на наличие кейсов по email-маркетингу. - комфортный офис рядом с метро чкаловская; - молодой дружный коллектив; - оформление по тк рф; - кофе, чай, печеньки, снеки, фрукты и тп; - корпоративные мероприятия; - обучающие программы за счет компании;",специалистпоemail-маркетингу,Санкт-Петербург,60000.0,150000.0,Соломон,2019-10-08T16:29:55+0300,between1And3,full,fullDay,Email маркетинг
