,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1055,1055,,"комфортный офис в центре города, развитие в перспективной отрасли и возможность зарабатывать; оплачиваемые обеды, чай/кофе/йогурты в офисе; восьмичасовой график работы (предпочтительно с 11 часов); оформление по тк и полис дмс.",,"apptica.com - mobile advertising intelligence &amp; app analytics tool ищем специалиста по привлечению клиентов на международном рынке it компаний. поиск клиентов. ведение активных продаж на английском языке. linkedin / email / конференции / телефонные и skype переговоры. мы делаем полезный аналитический b2b продукт для издателей приложений, маркетологов, рекламодателей, закупщиков трафика и рекламных агентств. задачи: привлечение клиентов на зарубежном рынке. свободное владение английским языком (устный, письменный). понимание рынка интернет-рекламы и мобильных приложений. опыт продаж в b2b интернет-проектах. комфортный офис в центре города, развитие в перспективной отрасли и возможность зарабатывать; оплачиваемые обеды, чай/кофе/йогурты в офисе; восьмичасовой график работы (предпочтительно с 11 часов); оформление по тк и полис дмс.",business development manager sales,Санкт-Петербург,80000.0,,Новые Технологии,2019-09-20T12:37:58+0300,between3And6,full,fullDay,B2B Продажи|Активные продажи|Ведение переговоров|Развитие продаж|Проведение презентаций|Business Development|Английский язык|Интернет-реклама|Sales Skills|Sales Management
